Nome,Categoria,Bio
Frank Reed Horton,MASSONE,È un **Massone**. Precisamente: **Fondatore dell'Ordine di DeMolay.**
Tim Horton,MASSONE,È un **Massone**. Precisamente: **Giocatore di hockey su ghiaccio canadese, noto per la catena di caffetterie Tim Hortons.**
Harry Houdini,ENTRAMBI,È un **Genio e Massone**. Infatti, oltre a essere un genio per **Mago, illusionista ed escapologo ungherese-americano, icona dell'intrattenimento.**, è anche massone per il seguente motivo: **Artista di fama mondiale.**
Sam Houston,MASSONE,È un **Massone**. Precisamente: **Governatore del Tennessee, presidente della Repubblica del Texas, Senatore degli Stati Uniti.**
Thomas Howard,MASSONE,È un **Massone**. Precisamente: **21° Conte di Arundel, cortigiano inglese.**
Thomas Howard,MASSONE,È un **Massone**. Precisamente: **3° Conte di Effingham.**
Clarence Chesterfield Howerton,MASSONE,È un **Massone**. Precisamente: **Noto come Major Mite, artista circense americano.**
William Howley,MASSONE,È un **Massone**. Precisamente: **90° Arcivescovo di Canterbury.**
James Hozier,MASSONE,È un **Massone**. Precisamente: **2° Barone Newlands, Gran Maestro di Scozia.**
Richard Morris Hunt,ENTRAMBI,È un **Genio e Massone**. Infatti, oltre a essere un genio per **Architetto americano, progettò la base della Statua della Libertà e fu fondatore dell'AIA.**, è anche massone per il seguente motivo: **Architetto di fama.**
Edward John Hutchins,MASSONE,È un **Massone**. Precisamente: **Politico liberale nel Parlamento del Regno Unito.**
William James Hutchinson,MASSONE,È un **Massone**. Precisamente: **Avvocato, antiquario e topografo inglese.**
Timothy Hutton,MASSONE,È un **Massone**. Precisamente: **Attore americano.**
Camille Huysmans,MASSONE,È un **Massone**. Precisamente: **Sindaco di Anversa e Primo Ministro del Belgio.**
Edward Augustus Inglefield,MASSONE,È un **Massone**. Precisamente: **Ammiraglio inglese ed esploratore artico.**
Harry Munroe Napier Hetherington Irving,MASSONE,È un **Massone**. Precisamente: **Chimico e accademico britannico.**
Sir Henry Irving,ENTRAMBI,È un **Genio e Massone**. Infatti, oltre a essere un genio per **Attore inglese, il primo attore a ricevere il cavalierato.**, è anche massone per il seguente motivo: **Attore di fama.**
James Irwin,MASSONE,È un **Massone**. Precisamente: **Astronauta americano, ottavo uomo a camminare sulla Luna.**
Sir Henry Aaron Isaacs,MASSONE,È un **Massone**. Precisamente: **Lord Sindaco di Londra.**
Burl Ives,MASSONE,È un **Massone**. Precisamente: **Attore e cantante americano.**
C. P. Ramaswami Iyer,MASSONE,È un **Massone**. Precisamente: **Avvocato, amministratore e politico indiano.**
Nat Jackley,MASSONE,È un **Massone**. Precisamente: **Attore comico inglese.**
Daniel C. Jackling,MASSONE,È un **Massone**. Precisamente: **Ingegnere minerario e metallurgico americano, pioniere nello sfruttamento del minerale di rame a basso grado.**
Andrew Jackson,MASSONE,È un **Massone**. Precisamente: **Presidente degli Stati Uniti.**
Conrad Feger Jackson,MASSONE,È un **Massone**. Precisamente: **Generale di brigata dell'Unione.**
Edward L. Jackson,MASSONE,È un **Massone**. Precisamente: **32° governatore dell'Indiana.**
Elihu Emory Jackson,MASSONE,È un **Massone**. Precisamente: **41° governatore del Maryland.**
Frank D. Jackson,MASSONE,È un **Massone**. Precisamente: **15° governatore dell'Iowa.**
Henry M. Jackson,MASSONE,È un **Massone**. Precisamente: **Congressman e Senatore degli Stati Uniti per lo Stato di Washington.**
James Jackson,MASSONE,È un **Massone**. Precisamente: **Generale della Guerra Rivoluzionaria, Congressman, Senatore e 23° governatore della Georgia. Gran Maestro della Georgia.**
James S. Jackson,MASSONE,È un **Massone**. Precisamente: **Congressman per il Kentucky e Generale di brigata dell'Unione.**
Jesse Jackson,MASSONE,È un **Massone**. Precisamente: **Leader dei diritti civili e politico statunitense.**
Jesse B. Jackson,MASSONE,È un **Massone**. Precisamente: **Console degli Stati Uniti, testimone chiave del genocidio armeno.**
Robert H. Jackson,MASSONE,È un **Massone**. Precisamente: **Giudice Associato della Corte Suprema degli Stati Uniti.**
Samuel D. Jackson,MASSONE,È un **Massone**. Precisamente: **Senatore degli Stati Uniti per l'Indiana.**
William Henry Jackson,ENTRAMBI,È un **Genio e Massone**. Infatti, oltre a essere un genio per **Pittore, fotografo di rilevamenti geologici ed esploratore americano, noto per le sue immagini del West americano.**, è anche massone per il seguente motivo: **Artista e fotografo di fama.**
William Purnell Jackson,MASSONE,È un **Massone**. Precisamente: **Senatore degli Stati Uniti per il Maryland.**
Glenn Thomas Jacobs,MASSONE,È un **Massone**. Precisamente: **Noto come Kane, wrestler professionista e politico, sindaco della Contea di Knox, Tennessee.**
Bernhard M. Jacobsen,MASSONE,È un **Massone**. Precisamente: **Congressman per l'Iowa.**
Graciano López Jaena,MASSONE,È un **Massone**. Precisamente: **Scrittore e giornalista filippino nella Rivoluzione Filippina.**
Arthur James,MASSONE,È un **Massone**. Precisamente: **31° governatore della Pennsylvania.**
Benjamin F. James,MASSONE,È un **Massone**. Precisamente: **Congressman per la Pennsylvania.**
Thomas Lemuel James,MASSONE,È un **Massone**. Precisamente: **29° U.S. Postmaster General.**
W. Frank James,MASSONE,È un **Massone**. Precisamente: **Congressman per il Michigan.**
William P. James,MASSONE,È un **Massone**. Precisamente: **Giudice federale.**
William Marion Jardine,MASSONE,È un **Massone**. Precisamente: **9° U.S. Secretary of Agriculture.**
Pete Jarman,MASSONE,È un **Massone**. Precisamente: **Congressman per l'Alabama.**
Abraham Jarvis,MASSONE,È un **Massone**. Precisamente: **Vescovo episcopale americano.**
John Jay,MASSONE,È un **Massone**. Precisamente: **Primo Chief Justice degli Stati Uniti.**
Richard Manning Jefferies,MASSONE,È un **Massone**. Precisamente: **101° governatore della Carolina del Sud.**
Major-General Michael Jeffery,MASSONE,È un **Massone**. Precisamente: **Governatore-Generale dell'Australia.**
Olin M. Jeffords,MASSONE,È un **Massone**. Precisamente: **Chief Justice della Corte Suprema del Vermont.**
John Jeffries,MASSONE,È un **Massone**. Precisamente: **Palloncinista e uno dei primi osservatori meteorologici americani.**
Jamsetjee Jejeebhoy,MASSONE,È un **Massone**. Precisamente: **1° Baronetto, mercante e filantropo Parsi-Indiano.**
John Jellicoe,MASSONE,È un **Massone**. Precisamente: **Ammiraglio della flotta britannica, Governatore-Generale della Nuova Zelanda.**
Edward H. Jenison,MASSONE,È un **Massone**. Precisamente: **Congressman per l'Illinois.**
Reuben Ellis Jenkins,MASSONE,È un **Massone**. Precisamente: **Luogotenente Generale nell'Esercito degli Stati Uniti.**
George C. Jenks,MASSONE,È un **Massone**. Precisamente: **Scrittore di dime novel americano.**
Edward Jenner,ENTRAMBI,È un **Genio e Massone**. Infatti, oltre a essere un genio per **Scienziato britannico, noto per aver scoperto il vaccino contro il vaiolo, salvando innumerevoli vite.**, è anche massone per il seguente motivo: **Scienziato fondamentale.**
William E. Jenner,MASSONE,È un **Massone**. Precisamente: **Senatore degli Stati Uniti per l'Indiana.**
John Jennings, Jr.,MASSONE,È un **Massone**. Precisamente: **Congressman per il Tennessee.**
Jonathan Jennings,MASSONE,È un **Massone**. Precisamente: **Primo governatore dell'Indiana.**
W. Pat Jennings,MASSONE,È un **Massone**. Precisamente: **Congressman per la Virginia.**
Ben F. Jensen,MASSONE,È un **Massone**. Precisamente: **Congressman per l'Iowa.**
Douglas William Jerrold,MASSONE,È un **Massone**. Precisamente: **Drammaturgo e scrittore inglese.**
Beauford H. Jester,MASSONE,È un **Massone**. Precisamente: **36° governatore del Texas.**
Thomas Jesup,MASSONE,È un **Massone**. Precisamente: **Ufficiale dell'Esercito degli Stati Uniti.**
Ewell Kirk Jett,MASSONE,È un **Massone**. Precisamente: **Chief Engineer e commissario della U.S. Federal Communications Commission.**
Marshall Jewell,MASSONE,È un **Massone**. Precisamente: **44° e 46° governatore del Connecticut, U.S. Minister to Russia.**
Hugh J. Jewett,MASSONE,È un **Massone**. Precisamente: **Dirigente ferroviario e politico, Congressman per l'Ohio.**
Joseph Joffre,MASSONE,È un **Massone**. Precisamente: **Generale francese.**
Charles A. Johns,MASSONE,È un **Massone**. Precisamente: **Justice della Corte Suprema dell'Oregon.**
Charley Eugene Johns,MASSONE,È un **Massone**. Precisamente: **32° governatore della Florida.**
Kensey Johns, Sr.,MASSONE,È un **Massone**. Precisamente: **Giurista del Delaware.**
Andrew Johnson,MASSONE,È un **Massone**. Precisamente: **Presidente degli Stati Uniti.**
Charles Fletcher Johnson,MASSONE,È un **Massone**. Precisamente: **Senatore degli Stati Uniti per il Maine.**
David Johnson,MASSONE,È un **Massone**. Precisamente: **62° governatore della Carolina del Sud.**
Eben Samuel Johnson,MASSONE,È un **Massone**. Precisamente: **Vescovo Anglo-Americano della Chiesa Metodista Episcopale.**
Edward Johnson,ENTRAMBI,È un **Genio e Massone**. Infatti, oltre a essere un genio per **Tenore operistico canadese, direttore generale del Metropolitan Opera a New York.**, è anche massone per il seguente motivo: **Cantante d'opera di fama.**
Edwin C. Johnson,MASSONE,È un **Massone**. Precisamente: **26° e 24° governatore e Senatore degli Stati Uniti per il Colorado.**
Edwin S. Johnson,MASSONE,È un **Massone**. Precisamente: **Senatore degli Stati Uniti per il Sud Dakota.**
George W. Johnson,MASSONE,È un **Massone**. Precisamente: **Primo governatore Confederato del Kentucky.**
Guy Johnson,MASSONE,È un **Massone**. Precisamente: **Ufficiale militare e diplomatico per la Corona durante la Guerra d'Indipendenza Americana.**
Henry Johnson,MASSONE,È un **Massone**. Precisamente: **Senatore degli Stati Uniti e quinto governatore della Louisiana.**
Hiram Johnson,MASSONE,È un **Massone**. Precisamente: **23° governatore e Senatore degli Stati Uniti per la California.**
John Neely Johnson,MASSONE,È un **Massone**. Precisamente: **Quarto governatore della California.**
"Turkey Creek" Jack Johnson,MASSONE,È un **Massone**. Precisamente: **Ufficiale di pace e posseman di Wyatt Earp.**
Jack Johnson,MASSONE,È un **Massone**. Precisamente: **Pugile afroamericano.**
James Johnson,MASSONE,È un **Massone**. Precisamente: **43° governatore e Congressman per la Georgia.**
Sir John Johnson,MASSONE,È un **Massone**. Precisamente: **2° Baronetto, leader Lealista durante la Rivoluzione Americana. Gran Maestro della Provincia del Quebec.**
Joseph B. Johnson,MASSONE,È un **Massone**. Precisamente: **70° governatore del Vermont.**
Keen Johnson,MASSONE,È un **Massone**. Precisamente: **45° governatore del Kentucky.**
J. Leroy Johnson,MASSONE,È un **Massone**. Precisamente: **Congressman per la California.**
Lyndon B. Johnson,MASSONE,È un **Massone**. Precisamente: **Presidente degli Stati Uniti.**
Melvin Johnson, Jr.,MASSONE,È un **Massone**. Precisamente: **Designer di armi da fuoco, avvocato, e ufficiale del Corpo dei Marines.**
Nels Johnson,MASSONE,È un **Massone**. Precisamente: **Justice della Corte Suprema del Nord Dakota.**
Paul B. Johnson Sr.,MASSONE,È un **Massone**. Precisamente: **Congressman e 46° governatore del Mississippi.**
Richard M. Johnson,MASSONE,È un **Massone**. Precisamente: **Nono Vice Presidente degli Stati Uniti.**
Robert W. Johnson,MASSONE,È un **Massone**. Precisamente: **Congressman, Senatore degli Stati Uniti e Senatore Confederato.**
Royal C. Johnson,MASSONE,È un **Massone**. Precisamente: **Congressman per il Sud Dakota.**
Samuel Johnson,ENTRAMBI,È un **Genio e Massone**. Infatti, oltre a essere un genio per **Noto come "Dr. Johnson", scrittore inglese che ha dato contributi duraturi alla letteratura inglese.**, è anche massone per il seguente motivo: **Letterato di spicco.**
Samuel Johnson,MASSONE,È un **Massone**. Precisamente: **Attore-manager e membro della compagnia di Henry Irving.**
Sir William Johnson,MASSONE,È un **Massone**. Precisamente: **1° Baronetto, funzionario anglo-irlandese dell'Impero Britannico.**
William E. Johnson,MASSONE,È un **Massone**. Precisamente: **Avvocato e ufficiale delle forze dell'ordine per il Proibizionismo.**
Albert Sidney Johnston,MASSONE,È un **Massone**. Precisamente: **Generale nell'Esercito della Repubblica del Texas, Esercito degli Stati Uniti e Esercito Confederato.**
Alvanley Johnston,MASSONE,È un **Massone**. Precisamente: **Capo Ingegnere della Brotherhood of Locomotive Engineers.**
Henry S. Johnston,MASSONE,È un **Massone**. Precisamente: **Settimo governatore dell'Oklahoma.**
Olin D. Johnston,MASSONE,È un **Massone**. Precisamente: **Senatore degli Stati Uniti e 98° governatore della Carolina del Sud.**
Samuel Johnston,MASSONE,È un **Massone**. Precisamente: **Rappresentò la Carolina del Nord nel Congresso Continentale e Senatore degli Stati Uniti. Primo e terzo Gran Maestro della Carolina del Nord.**
Wayne A. Johnston,MASSONE,È un **Massone**. Precisamente: **Presidente della Illinois Central Railroad.**
Al Jolson,MASSONE,È un **Massone**. Precisamente: **Attore e cantante.**
Abraham Jonas,MASSONE,È un **Massone**. Precisamente: **Politico inglese-americano.**
Edgar A. Jonas,MASSONE,È un **Massone**. Precisamente: **Congressman per l'Illinois.**
Andrieus A. Jones,MASSONE,È un **Massone**. Precisamente: **Senatore degli Stati Uniti per il New Mexico.**
Anson Jones,MASSONE,È un **Massone**. Precisamente: **Ultimo presidente della Repubblica del Texas. Primo Gran Maestro del Texas.**
Buck Jones,MASSONE,È un **Massone**. Precisamente: **Stella del cinema western americano.**
Charles W. Jones,MASSONE,È un **Massone**. Precisamente: **Senatore degli Stati Uniti per la Florida.**
Daniel Webster Jones,MASSONE,È un **Massone**. Precisamente: **19° governatore dell'Arkansas.**
Edward Franc Jones,MASSONE,È un **Massone**. Precisamente: **Generale di brigata dell'Unione.**
George Jones,MASSONE,È un **Massone**. Precisamente: **Senatore degli Stati Uniti per la Georgia.**
George Wallace Jones,MASSONE,È un **Massone**. Precisamente: **Senatore degli Stati Uniti per l'Iowa.**
Girault M. Jones,MASSONE,È un **Massone**. Precisamente: **Vescovo di Louisiana nella Chiesa Episcopale.**
Hamilton Chamberlain Jones,MASSONE,È un **Massone**. Precisamente: **Congressman per la Carolina del Nord.**
Inigo Jones,ENTRAMBI,È un **Genio e Massone**. Infatti, oltre a essere un genio per **Architetto inglese, considerato il primo architetto significativo in Inghilterra nel periodo moderno.**, è anche massone per il seguente motivo: **Architetto di fama.**
Jacob Jones,MASSONE,È un **Massone**. Precisamente: **Ufficiale della Marina degli Stati Uniti.**
James Kimbrough Jones,MASSONE,È un **Massone**. Precisamente: **Congressman e Senatore degli Stati Uniti per l'Arkansas.**
Jesse H. Jones,MASSONE,È un **Massone**. Precisamente: **Nono U.S. Secretary of Commerce.**
John Edward Jones,MASSONE,È un **Massone**. Precisamente: **Ottavo governatore del Nevada.**
John Marvin Jones,MASSONE,È un **Massone**. Precisamente: **Congressman per il Texas.**
John Percival Jones,MASSONE,È un **Massone**. Precisamente: **Senatore degli Stati Uniti per il Nevada.**
John Paul Jones,MASSONE,È un **Massone**. Precisamente: **Eroe navale durante la Guerra Rivoluzionaria Americana.**
John Rice Jones,MASSONE,È un **Massone**. Precisamente: **Politico, giurista e ufficiale militare.**
Junius Wallace Jones,MASSONE,È un **Massone**. Precisamente: **Generale Maggiore nell'U.S. Air Force.**
